ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
19252	65469	291.88089549137754	160497.4871968005	0.0018152056083807482	24032	24032	11362.341253328896	117447.5773727791	0.0882067956892144	1465
