ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
18932	21864	52581.293735474326	110928.45080019014	0.3215674375957878	11530	11530	8883.443972246314	259582.9765848582	0.03308681602383963	3268
