ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
10005	15292	382.5215392303848	308999.6286228263	0.0012362812692190163	24032	24032	11362.341253328896	117447.5773727791	0.0882067956892144	2523
