ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
5611	5634	316.41632507574406	551301.1404133999	0.0005735132456365903	24032	24032	11362.341253328896	117447.5773727791	0.0882067956892144	349
