ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
190	1440	492.7578947368421	16207244.963350786	3.024346129770449e-05	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
