ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
3742	13052	67661.90593265633	759413.9887790543	0.08178851291757269	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	1087
