ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
10005	15292	382.5215392303848	308999.6286228263	0.0012362812692190163	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1007
