ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
88232	89708	6029.132933629522	29056.191617648725	0.17184040395743921	11530	11530	8883.443972246314	259582.9765848582	0.03308681602383963	3279
