label	direct_eigen
Decipher-gain.all.cds!inclusive.loss	0.362820919788254
Decipher-gain.all.cds!stringent.both	0.21776378495929177
Decipher-gain.all.cds!stringent.gain	0.9999999999607385
Decipher-gain.all.cds!stringent.loss	0.18032447705289847
Decipher-gain.all.exon!inclusive.both	0.9920664690013128
Decipher-gain.all.exon!inclusive.gain	0.687169792589941
Decipher-gain.all.exon!inclusive.loss	0.9816536882175045
Decipher-gain.all.exon!stringent.both	0.8638315628049037
Decipher-gain.all.exon!stringent.gain	0.999999999526016
Decipher-gain.all.exon!stringent.loss	0.8087116743121002
Decipher-gain.all.intron!inclusive.both	0.881237002877151
Decipher-gain.all.intron!inclusive.gain	0.7000625312204227
Decipher-gain.all.intron!inclusive.loss	0.8141252236131783
Decipher-gain.all.intron!stringent.both	0.6937027195716129
Decipher-gain.all.intron!stringent.gain	0.9999999996071999
Decipher-gain.all.intron!stringent.loss	0.6329782085148351
Decipher-gain.all.trans!inclusive.both	0.5726486185094877
Decipher-gain.all.trans!inclusive.gain	0.7341440558507557
Decipher-gain.all.trans!inclusive.loss	0.47804164202309374
Decipher-gain.all.trans!stringent.both	0.29062366261288536
Decipher-gain.all.trans!stringent.gain	0.9999999999607385
Decipher-gain.all.trans!stringent.loss	0.24623675425043945
Decipher-gain.lex-smallest.cds!inclusive.both	0.8837957544417575
Decipher-gain.lex-smallest.cds!inclusive.gain	0.9999999999552507
Decipher-gain.lex-smallest.cds!inclusive.loss	0.8443042325717359
Decipher-gain.lex-smallest.cds!stringent.both	0.780775553399684
Decipher-gain.lex-smallest.cds!stringent.gain	0.9999999999740777
Decipher-gain.lex-smallest.cds!stringent.loss	0.7549935337695086
Decipher-gain.lex-smallest.exon!inclusive.both	0.9999999999940855
Decipher-gain.lex-smallest.exon!inclusive.gain	0.9999999996652446
Decipher-gain.lex-smallest.exon!inclusive.loss	0.9999999999541582
Decipher-gain.lex-smallest.exon!stringent.both	0.9999999999451562
Decipher-gain.lex-smallest.exon!stringent.gain	0.9999999996084499
Decipher-gain.lex-smallest.exon!stringent.loss	0.9999999999689684
Decipher-gain.lex-smallest.intron!inclusive.both	0.9486652217761772
Decipher-gain.lex-smallest.intron!inclusive.gain	0.9999999997099938
Decipher-gain.lex-smallest.intron!inclusive.loss	0.9201010683501265
